name,episode_title,location,sub_location,time
Grand Maester Pycelle,The Mountain and the Viper,The Crownlands,King's Landing,246
Ellaria Sand,The Mountain and the Viper,The Crownlands,King's Landing,28
Tyrion Lannister,The Mountain and the Viper,The Crownlands,King's Landing,28
Gregor Clegane,The Mountain and the Viper,The Crownlands,King's Landing,28
Oberyn Martell,The Mountain and the Viper,The Crownlands,King's Landing,28
Tywin Lannister,The Mountain and the Viper,The Crownlands,King's Landing,28
Cersei Lannister,The Mountain and the Viper,The Crownlands,King's Landing,28
Mace Tyrell,The Mountain and the Viper,The Crownlands,King's Landing,28
Jaime Lannister,The Mountain and the Viper,The Crownlands,King's Landing,28
Grand Maester Pycelle,The Mountain and the Viper,The Crownlands,King's Landing,28
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,199
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,199
Thenn Warg,The Watchers on the Wall,The Wall,Outside Castle Black,140
Styr,The Watchers on the Wall,The Wall,Outside Castle Black,140
Tormund Giantsbane,The Watchers on the Wall,The Wall,Outside Castle Black,140
Ygritte,The Watchers on the Wall,The Wall,Outside Castle Black,140
Thenn Warg,The Watchers on the Wall,The Wall,Outside Castle Black,9
Styr,The Watchers on the Wall,The Wall,Outside Castle Black,9
Tormund Giantsbane,The Watchers on the Wall,The Wall,Outside Castle Black,9
Ygritte,The Watchers on the Wall,The Wall,Outside Castle Black,9
Gilly,The Watchers on the Wall,The Wall,Outside Castle Black,9
Baby Sam,The Watchers on the Wall,The Wall,Outside Castle Black,9
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,220
Maester Aemon,The Watchers on the Wall,The Wall,Castle Black,220
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,90
Gilly,The Watchers on the Wall,The Wall,Castle Black,90
Baby Sam,The Watchers on the Wall,The Wall,Castle Black,90
Pypar,The Watchers on the Wall,The Wall,Castle Black,90
Thenn Warg,The Watchers on the Wall,The Wall,Outside Castle Black,21
Styr,The Watchers on the Wall,The Wall,Outside Castle Black,21
Tormund Giantsbane,The Watchers on the Wall,The Wall,Outside Castle Black,21
Ygritte,The Watchers on the Wall,The Wall,Outside Castle Black,21
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,93
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,19
Janos Slynt,The Watchers on the Wall,The Wall,Castle Black,19
Grenn,The Watchers on the Wall,The Wall,Castle Black,19
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,19
Alliser Thorne,The Watchers on the Wall,The Wall,Castle Black,72
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,72
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,97
Gilly,The Watchers on the Wall,The Wall,Castle Black,97
Baby Sam,The Watchers on the Wall,The Wall,Castle Black,97
Pypar,The Watchers on the Wall,The Wall,Castle Black,108
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,108
Ygritte,The Watchers on the Wall,The Wall,Outside Castle Black,11
Samwell Tarly,The Watchers on the Wall,The Wall,Outside Castle Black,11
Pypar,The Watchers on the Wall,The Wall,Outside Castle Black,11
Ygritte,The Watchers on the Wall,The Wall,Castle Black,29
Tormund Giantsbane,The Watchers on the Wall,The Wall,Castle Black,29
Styr,The Watchers on the Wall,The Wall,Castle Black,29
Thenn Warg,The Watchers on the Wall,The Wall,Castle Black,29
Mag the Mighty,The Watchers on the Wall,North of the Wall,The Wall,26
Dongo the Giant,The Watchers on the Wall,North of the Wall,The Wall,26
Grenn,The Watchers on the Wall,The Wall,Castle Black,16
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,16
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,16
Alliser Thorne,The Watchers on the Wall,The Wall,Castle Black,16
Mag the Mighty,The Watchers on the Wall,North of the Wall,The Wall,23
Dongo the Giant,The Watchers on the Wall,North of the Wall,The Wall,23
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,37
Alliser Thorne,The Watchers on the Wall,The Wall,Castle Black,37
Grenn,The Watchers on the Wall,The Wall,Castle Black,37
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,37
Tormund Giantsbane,The Watchers on the Wall,The Wall,Castle Black,24
Styr,The Watchers on the Wall,The Wall,Castle Black,24
Thenn Warg,The Watchers on the Wall,The Wall,Castle Black,24
Ygritte,The Watchers on the Wall,The Wall,Castle Black,24
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,21
Alliser Thorne,The Watchers on the Wall,The Wall,Castle Black,21
Janos Slynt,The Watchers on the Wall,The Wall,Castle Black,21
Grenn,The Watchers on the Wall,The Wall,Castle Black,21
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,21
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,3
Ygritte,The Watchers on the Wall,The Wall,Castle Black,45
Styr,The Watchers on the Wall,The Wall,Castle Black,45
Tormund Giantsbane,The Watchers on the Wall,The Wall,Castle Black,45
Thenn Warg,The Watchers on the Wall,The Wall,Castle Black,45
Pypar,The Watchers on the Wall,The Wall,Castle Black,45
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,45
Olly,The Watchers on the Wall,The Wall,Castle Black,36
Alliser Thorne,The Watchers on the Wall,The Wall,Castle Black,36
Alliser Thorne,The Watchers on the Wall,The Wall,Castle Black,44
Tormund Giantsbane,The Watchers on the Wall,The Wall,Castle Black,44
Styr,The Watchers on the Wall,The Wall,Castle Black,44
Thenn Warg,The Watchers on the Wall,The Wall,Castle Black,44
Ygritte,The Watchers on the Wall,The Wall,Castle Black,44
Pypar,The Watchers on the Wall,The Wall,Castle Black,44
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,44
Mag the Mighty,The Watchers on the Wall,North of the Wall,The Wall,15
Dongo the Giant,The Watchers on the Wall,North of the Wall,The Wall,15
Grenn,The Watchers on the Wall,The Wall,Castle Black,45
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,45
Janos Slynt,The Watchers on the Wall,The Wall,Castle Black,45
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,45
Grenn,The Watchers on the Wall,The Wall,Castle Black,19
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,19
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,19
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,38
Grenn,The Watchers on the Wall,The Wall,Castle Black,38
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,38
Dongo the Giant,The Watchers on the Wall,North of the Wall,The Wall,11
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,3
Dongo the Giant,The Watchers on the Wall,North of the Wall,The Wall,1
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,4
Styr,The Watchers on the Wall,The Wall,Castle Black,41
Olly,The Watchers on the Wall,The Wall,Castle Black,41
Ygritte,The Watchers on the Wall,The Wall,Castle Black,50
Janos Slynt,The Watchers on the Wall,The Wall,Castle Black,50
Olly,The Watchers on the Wall,The Wall,Castle Black,50
Janos Slynt,The Watchers on the Wall,The Wall,Castle Black,20
Gilly,The Watchers on the Wall,The Wall,Castle Black,20
Baby Sam,The Watchers on the Wall,The Wall,Castle Black,20
Pypar,The Watchers on the Wall,The Wall,Castle Black,46
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,46
Ygritte,The Watchers on the Wall,The Wall,Castle Black,46
Mag the Mighty,The Watchers on the Wall,North of the Wall,The Wall,2
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,16
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,16
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,3
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,3
Grenn,The Watchers on the Wall,The Wall,Castle Black,3
Mag the Mighty,The Watchers on the Wall,North of the Wall,The Wall,18
Dongo the Giant,The Watchers on the Wall,North of the Wall,The Wall,18
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,10
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,10
Grenn,The Watchers on the Wall,The Wall,Castle Black,10
Dongo the Giant,The Watchers on the Wall,North of the Wall,The Wall,49
Mag the Mighty,The Watchers on the Wall,North of the Wall,The Wall,49
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,29
Grenn,The Watchers on the Wall,The Wall,Castle Black,29
Donnel Hill,The Watchers on the Wall,The Wall,Castle Black,29
Cooper,The Watchers on the Wall,The Wall,Castle Black,29
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,8
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,8
Alliser Thorne,The Watchers on the Wall,The Wall,Castle Black,54
Tormund Giantsbane,The Watchers on the Wall,The Wall,Castle Black,54
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,25
Pypar,The Watchers on the Wall,The Wall,Castle Black,25
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,26
Thenn Warg,The Watchers on the Wall,The Wall,Castle Black,26
Grenn,The Watchers on the Wall,The Wall,Castle Black,20
Donnel Hill,The Watchers on the Wall,The Wall,Castle Black,20
Cooper,The Watchers on the Wall,The Wall,Castle Black,20
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,20
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,37
Olly,The Watchers on the Wall,The Wall,Castle Black,37
Dongo the Giant,The Watchers on the Wall,North of the Wall,The Wall,6
Mag the Mighty,The Watchers on the Wall,North of the Wall,The Wall,6
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,7
Dongo the Giant,The Watchers on the Wall,North of the Wall,The Wall,12
Mag the Mighty,The Watchers on the Wall,North of the Wall,The Wall,12
Dongo the Giant,The Watchers on the Wall,North of the Wall,The Wall,5
Mag the Mighty,The Watchers on the Wall,North of the Wall,The Wall,6
Mag the Mighty,The Watchers on the Wall,North of the Wall,The Wall,14
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,49
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,49
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,49
Grenn,The Watchers on the Wall,The Wall,Castle Black,5
Donnel Hill,The Watchers on the Wall,The Wall,Castle Black,5
Cooper,The Watchers on the Wall,The Wall,Castle Black,5
Mag the Mighty,The Watchers on the Wall,North of the Wall,The Wall,2
Grenn,The Watchers on the Wall,The Wall,Castle Black,9
Donnel Hill,The Watchers on the Wall,The Wall,Castle Black,9
Cooper,The Watchers on the Wall,The Wall,Castle Black,9
Mag the Mighty,The Watchers on the Wall,North of the Wall,The Wall,3
Grenn,The Watchers on the Wall,The Wall,Castle Black,3
Donnel Hill,The Watchers on the Wall,The Wall,Castle Black,3
Cooper,The Watchers on the Wall,The Wall,Castle Black,3
Mag the Mighty,The Watchers on the Wall,North of the Wall,The Wall,3
Grenn,The Watchers on the Wall,The Wall,Castle Black,40
Donnel Hill,The Watchers on the Wall,The Wall,Castle Black,40
Cooper,The Watchers on the Wall,The Wall,Castle Black,40
Mag the Mighty,The Watchers on the Wall,The Wall,Castle Black,40
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,24
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,24
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,62
Tormund Giantsbane,The Watchers on the Wall,The Wall,Castle Black,62
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,62
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,19
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,19
Ghost,The Watchers on the Wall,The Wall,Castle Black,19
Tormund Giantsbane,The Watchers on the Wall,The Wall,Castle Black,84
Styr,The Watchers on the Wall,The Wall,Castle Black,84
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,84
Ygritte,The Watchers on the Wall,The Wall,Castle Black,84
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,29
Ygritte,The Watchers on the Wall,The Wall,Castle Black,29
Olly,The Watchers on the Wall,The Wall,Castle Black,29
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,73
Ygritte,The Watchers on the Wall,The Wall,Castle Black,73
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,15
Eddison Tollett,The Watchers on the Wall,The Wall,Castle Black,25
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,40
Tormund Giantsbane,The Watchers on the Wall,The Wall,Castle Black,40
Gilly,The Watchers on the Wall,The Wall,Castle Black,24
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,24
Janos Slynt,The Watchers on the Wall,The Wall,Castle Black,24
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,108
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,108
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,55
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,55
Grenn,The Watchers on the Wall,The Wall,Castle Black,55
Donnel Hill,The Watchers on the Wall,The Wall,Castle Black,55
Cooper,The Watchers on the Wall,The Wall,Castle Black,55
Mag the Mighty,The Watchers on the Wall,The Wall,Castle Black,55
Samwell Tarly,The Watchers on the Wall,The Wall,Castle Black,79
Jon Snow,The Watchers on the Wall,The Wall,Castle Black,79
Jon Snow,The Children,North of the Wall,The Wall,35
Eddison Tollett,The Children,The Wall,Castle Black,8
Jon Snow,The Children,North of the Wall,The Haunted Forest,31
Dongo the Giant,The Children,North of the Wall,The Haunted Forest,31
Jon Snow,The Children,North of the Wall,The Haunted Forest,30
Mance Rayder,The Children,North of the Wall,The Haunted Forest,30
Jon Snow,The Children,North of the Wall,The Haunted Forest,284
Mance Rayder,The Children,North of the Wall,The Haunted Forest,284
Mance Rayder,The Children,North of the Wall,The Wall,108
Jon Snow,The Children,North of the Wall,The Wall,108
Mance Rayder,The Children,North of the Wall,The Wall,156
Jon Snow,The Children,North of the Wall,The Wall,156
Stannis Baratheon,The Children,North of the Wall,The Wall,156
Davos Seaworth,The Children,North of the Wall,The Wall,156
Jon Snow,The Children,North of the Wall,The Wall,16
Stannis Baratheon,The Children,North of the Wall,The Wall,16
Qyburn,The Children,The Crownlands,King's Landing,73
Grand Maester Pycelle,The Children,The Crownlands,King's Landing,73
Gregor Clegane,The Children,The Crownlands,King's Landing,73
Cersei Lannister,The Children,The Crownlands,King's Landing,73
Qyburn,The Children,The Crownlands,King's Landing,41
Gregor Clegane,The Children,The Crownlands,King's Landing,41
Cersei Lannister,The Children,The Crownlands,King's Landing,41
Qyburn,The Children,The Crownlands,King's Landing,14
Gregor Clegane,The Children,The Crownlands,King's Landing,14
Tywin Lannister,The Children,The Crownlands,King's Landing,180
Cersei Lannister,The Children,The Crownlands,King's Landing,180
Jaime Lannister,The Children,The Crownlands,King's Landing,115
Cersei Lannister,The Children,The Crownlands,King's Landing,115
Daenerys Targaryen,The Children,Meereen,Meereen,169
Missandei,The Children,Meereen,Meereen,169
Fennesz,The Children,Meereen,Meereen,169
Barristan Selmy,The Children,Meereen,Meereen,169
Grey Worm,The Children,Meereen,Meereen,169
Daenerys Targaryen,The Children,Meereen,Meereen,12
Barristan Selmy,The Children,Meereen,Meereen,12
Daenerys Targaryen,The Children,Meereen,Meereen,67
Barristan Selmy,The Children,Meereen,Meereen,67
Grey Worm,The Children,Meereen,Meereen,67
Goatherd,The Children,Meereen,Meereen,67
Missandei,The Children,Meereen,Meereen,67
Daenerys Targaryen,The Children,Meereen,Meereen,30
Grey Worm,The Children,Meereen,Meereen,30
Missandei,The Children,Meereen,Meereen,30
Daenerys Targaryen,The Children,Meereen,Meereen,172
Viserion,The Children,Meereen,Meereen,172
Rhaegal,The Children,Meereen,Meereen,172
Maester Aemon,The Children,The Wall,Castle Black,38
Pypar,The Children,The Wall,Castle Black,38
Grenn,The Children,The Wall,Castle Black,38
Olly,The Children,The Wall,Castle Black,38
Eddison Tollett,The Children,The Wall,Castle Black,38
Jon Snow,The Children,The Wall,Castle Black,38
Janos Slynt,The Children,The Wall,Castle Black,38
Maester Aemon,The Children,The Wall,Castle Black,62
Olly,The Children,The Wall,Castle Black,62
Eddison Tollett,The Children,The Wall,Castle Black,62
Jon Snow,The Children,The Wall,Castle Black,62
Janos Slynt,The Children,The Wall,Castle Black,62
Stannis Baratheon,The Children,The Wall,Castle Black,62
Davos Seaworth,The Children,The Wall,Castle Black,62
Selyse Baratheon,The Children,The Wall,Castle Black,62
Shireen Baratheon,The Children,The Wall,Castle Black,62
Samwell Tarly,The Children,The Wall,Castle Black,62
Grenn,The Children,The Wall,Castle Black,62
Melisandre,The Children,The Wall,Castle Black,62
Tormund Giantsbane,The Children,The Wall,Castle Black,105
Jon Snow,The Children,The Wall,Castle Black,105
Jon Snow,The Children,North of the Wall,The Wall,5
Jon Snow,The Children,North of the Wall,The Haunted Forest,73
Ygritte,The Children,North of the Wall,The Haunted Forest,73
Hodor,The Children,North of the Wall,Outside the Three-Eyed Raven,102
Bran Stark,The Children,North of the Wall,Outside the Three-Eyed Raven,102
Meera Reed,The Children,North of the Wall,Outside the Three-Eyed Raven,102
Jojen Reed,The Children,North of the Wall,Outside the Three-Eyed Raven,102
Summer,The Children,North of the Wall,Outside the Three-Eyed Raven,102
Hodor,The Children,North of the Wall,The Three-Eyed Raven,153
Bran Stark,The Children,North of the Wall,The Three-Eyed Raven,153
Meera Reed,The Children,North of the Wall,The Three-Eyed Raven,153
Jojen Reed,The Children,North of the Wall,The Three-Eyed Raven,153
